cidade_origem,uf_origem,cidade_destino,uf_destino,distancia_km,fonte
PATOS DE MINAS,MG,UBERLANDIA,MG,216.442,google
SAO PAULO,SP,BELO HORIZONTE,MG,592.051,google
PATOS DE MINAS,MG,BELO HORIZONTE,MG,405.355,google
SANTA BARBARA,MG,SAO PAULO,SP,690.73,google
VARZEA DA PALMA,MG,UBERLANDIA,MG,498.694,google
SERRA DOS AIMORES,MG,SAO PAULO,SP,1195.74,google
UBERLANDIA,MG,RIO DE JANEIRO,RJ,989.356,google
GOVERNADOR VALADARES,MG,SAO PAULO,SP,894.104,google
OURO PRETO,MG,BELO HORIZONTE,MG,102.495,google
JOAQUIM TAVORA,PR,SAO PAULO,SP,413.829,google
SANTA MARGARIDA,MG,RIO DE JANEIRO,RJ,404.371,google
BOA ESPERANCA,MG,BELO HORIZONTE,MG,282.175,google
ABAETE,MG,SAO PAULO,SP,659.216,google
IBIRITE,MG,BELO HORIZONTE,MG,28.852,google
RIO DE JANEIRO,RJ,FORMIGA,MG,545.586,google
MONTES CLAROS,MG,UBERLANDIA,MG,627.027,google
RIO DE JANEIRO,RJ,SANTO ANTONIO DO AMPARO,MG,452.01,google
POUSO ALEGRE,MG,BELO HORIZONTE,MG,401.685,google
ITAMONTE,MG,BELO HORIZONTE,MG,433.512,google
SAO JOSE DOS PINHAIS,PR,PATOS DE MINAS,MG,1090.572,google
GUARULHOS,SP,SAO JOSE DOS CAMPOS,SP,74.919,google
VARGINHA,MG,RIO DE JANEIRO,RJ,397.897,google
BELO ORIENTE,MG,BELO HORIZONTE,MG,252.232,google
GOVERNADOR VALADARES,MG,UBERLANDIA,MG,846.964,google
RIO DE JANEIRO,RJ,BETIM,MG,461.408,google
IGARAPE,MG,BELO HORIZONTE,MG,54.313,google
BETIM,MG,SAO PAULO,SP,554.55,google
PARAISOPOLIS,MG,BELO HORIZONTE,MG,441.595,google
CAMACARI,BA,SAO BERNARDO DO CAMPO,SP,1989.663,google
TRES PONTAS,MG,RIO DE JANEIRO,RJ,425.44,google
IGARAPE,MG,UNAI,MG,624.246,google
SETE LAGOAS,MG,UBERLANDIA,MG,581.605,google
RIO DE JANEIRO,RJ,LIMA DUARTE,MG,237.542,google
GOVERNADOR VALADARES,MG,RIO DE JANEIRO,RJ,593.363,google
IBIRITE,MG,RIO DE JANEIRO,RJ,446.927,google
JUIZ DE FORA,MG,CACAPAVA,SP,386.167,google
SIQUEIRA CAMPOS,PR,SAO PAULO,SP,416.575,google
JUIZ DE FORA,MG,SUZANO,SP,483.934,google
RIO DE JANEIRO,RJ,BELO HORIZONTE,MG,442.088,google
BRUMADINHO,MG,BELO HORIZONTE,MG,63.777,google
IGARAPE,MG,UBERABA,MG,459.523,google
BETIM,MG,UBERLANDIA,MG,505.229,google
CURVELO,MG,RIO DE JANEIRO,RJ,593.502,google
SANTA LUZIA,MG,UBERLANDIA,MG,551.315,google
ELOI MENDES,MG,RIO DE JANEIRO,RJ,411.235,google
DATAS,MG,JUATUBA,MG,293.559,google
IPATINGA,MG,RIO DE JANEIRO,RJ,568.102,google
JANUARIA,MG,RIO DE JANEIRO,RJ,1021.217,google
ALFENAS,MG,RIO DE JANEIRO,RJ,461.892,google
RIO DE JANEIRO,RJ,PITANGUI,MG,554.221,google
MONTES CLAROS,MG,RIO DE JANEIRO,RJ,852.645,google
NATAL,RN,BELO HORIZONTE,MG,2383.086,google
IGARAPE,MG,IPATINGA,MG,255.989,google
RIBEIRAO DAS NEVES,MG,RIO DE JANEIRO,RJ,466.045,google
VESPASIANO,MG,RIO DE JANEIRO,RJ,472.981,google
PATOS DE MINAS,MG,RIO DE JANEIRO,RJ,827.897,google
TOLEDO,PR,SAO PAULO,SP,908.891,google
CONTAGEM,MG,RIO DE JANEIRO,RJ,444.037,google
LAGOA SANTA,MG,RIO DE JANEIRO,RJ,479.512,google
BELO HORIZONTE,MG,JUIZ DE FORA,MG,267.291,google
SANTA LUZIA,MG,RIO DE JANEIRO,RJ,461.675,google
ITUIUTABA,MG,RIO DE JANEIRO,RJ,1085.125,google
RIO DE JANEIRO,RJ,JEQUITIBA,MG,544.167,google
RIO DE JANEIRO,RJ,RIBEIRAO DAS NEVES,MG,465.274,google
BOCAIUVA,MG,RIO DE JANEIRO,RJ,806.296,google
RIO DE JANEIRO,RJ,JUIZ DE FORA,MG,183.173,google
VARZEA GRANDE,MT,SANTA BARBARA D'OESTE,SP,1423.62,google
MANHUACU,MG,SAO PAULO,SP,747.326,google
ITAPEVA,MG,RIO DE JANEIRO,RJ,492.373,google
ITURAMA,MG,RIO DE JANEIRO,RJ,1037.315,google
ITATIAIUCU,MG,UBERLANDIA,MG,505.354,google
JACUI,MG,UBERLANDIA,MG,345.287,google
SAO ROQUE DE MINAS,MG,BELO HORIZONTE,MG,326.565,google
BETIM,MG,BELO ORIENTE,MG,283.523,google
SERRA DOS AIMORES,MG,RIO DE JANEIRO,RJ,885.017,google
MACHADO,MG,SAO PAULO,SP,282.051,google
ARAXA,MG,BELO HORIZONTE,MG,370.154,google
RIO DE JANEIRO,RJ,SAO PAULO,SP,434.509,google
VESPASIANO,MG,SAO PAULO,SP,609.76,google
BETIM,MG,JANAUBA,MG,564.564,google
DIVINOPOLIS,MG,SAO PAULO,SP,511.514,google
SERRA,ES,SAO PAULO,SP,959.67,google
MAR DE ESPANHA,MG,RIO DE JANEIRO,RJ,180.161,google
BRAGANCA,PA,BELEM,PA,214.401,google
SETE LAGOAS,MG,RIO DE JANEIRO,RJ,506.035,google
PIRAPORA,MG,SAO PAULO,SP,904.943,google
MONTE ALEGRE DE MINAS,MG,RIO DE JANEIRO,RJ,1060.779,google
UNAI,MG,UBERLANDIA,MG,408.889,google
ARAPORA,MG,RIO DE JANEIRO,RJ,1118.448,google
CONSELHEIRO PENA,MG,SAO PAULO,SP,980.554,google
PARANAVAI,PR,SAO PAULO,SP,718.893,google
JABOTICATUBAS,MG,RIO DE JANEIRO,RJ,506.638,google
SANTA MARIA,RS,SAO PAULO,SP,1263.997,google
IGARAPE,MG,GOVERNADOR VALADARES,MG,359.057,google
CAMPANHA,MG,RIO DE JANEIRO,RJ,349.875,google
PARACATU,MG,BELO HORIZONTE,MG,506.923,google
IGARAPE,MG,SAO PAULO,SP,537.946,google
BETIM,MG,MURIAE,MG,333.572,google
FORTALEZA,CE,SAO BERNARDO DO CAMPO,SP,3106.098,google
GOIANIA,GO,SAO BERNARDO DO CAMPO,SP,922.64,google
PONTE NOVA,MG,SUZANO,SP,668.164,google
EXTREMA,MG,BELO HORIZONTE,MG,483.795,google
PARAISOPOLIS,MG,SAO PAULO,SP,194.092,google
CONTAGEM,MG,SUZANO,SP,599.15,google
LEOPOLDINA,MG,UBERLANDIA,MG,854.365,google
JUIZ DE FORA,MG,SAO PAULO,SP,498.26,google
MEDEIROS NETO,BA,BETIM,MG,707.88,google
TRES MARIAS,MG,RIO DE JANEIRO,RJ,699.768,google
SAO PAULO,SP,LONDRINA,PR,536.237,google
OURO FINO,MG,SAO PAULO,SP,226.106,google
CAMPO BELO,MG,SAO PAULO,SP,406.516,google
SARZEDO,MG,RIO DE JANEIRO,RJ,457.204,google
ARINOS,MG,UBERLANDIA,MG,553.144,google
TIMOTEO,MG,UBERLANDIA,MG,734.249,google
PONTA GROSSA,PR,SAO PAULO,SP,515.749,google
RIO DE JANEIRO,RJ,CAMPOS GERAIS,MG,476.586,google
VARGINHA,MG,SAO PAULO,SP,317.659,google
BELO HORIZONTE,MG,SAO PAULO,SP,583.882,google
DIAMANTINA,MG,SAO PAULO,SP,852.637,google
RIO DE JANEIRO,RJ,MURIAE,MG,299.293,google
NOVA SERRANA,MG,RIO DE JANEIRO,RJ,553.742,google
CORINTO,MG,SAO PAULO,SP,770.166,google
SANTANA DO PARAISO,MG,RIO DE JANEIRO,RJ,581.844,google
TEIXEIRA DE FREITAS,BA,SAO PAULO,SP,1286.134,google
UNAI,MG,RIO DE JANEIRO,RJ,1032.974,google
SANTA LUZIA,MG,CACAPAVA,SP,544.456,google
DIVINOPOLIS,MG,BELO HORIZONTE,MG,124.32,google
SANTA LUZIA,MG,SAO PAULO,SP,598.455,google
DIAMANTINA,MG,UBERLANDIA,MG,655.455,google
GOVERNADOR VALADARES,MG,BELO HORIZONTE,MG,313.978,google
RIO DE JANEIRO,RJ,ALFREDO VASCONCELOS,MG,281.399,google
MARIANA,MG,CACAPAVA,SP,526.83,google
ITAPECERICA DA SERRA,SP,SOROCABA,SP,107.07,google
DUQUE DE CAXIAS,RJ,MACAE,RJ,201.743,google
SAO JOSE,SC,UBERLANDIA,MG,1251.295,google
CONTAGEM,MG,SANTO ANTONIO DO GRAMA,MG,224.132,google
OURO PRETO,MG,UBERLANDIA,MG,627.529,google
SALVADOR,BA,JUAZEIRO DO NORTE,CE,,google
BETIM,MG,VALINHOS,SP,545.225,google
ITANHANDU,MG,BELO HORIZONTE,MG,424.132,google
BETIM,MG,CACAPAVA,SP,500.552,google
CONTAGEM,MG,ACUCENA,MG,287.002,google
BELO HORIZONTE,MG,TERESINA,PI,2066.379,google
FRANCISCO SA,MG,FRANCISCO SA,MG,0.0,google
SANTA AMELIA,PR,SAO PAULO,SP,465.318,google
SAO PAULO,SP,SERRA DO SALITRE,MG,643.171,google
MURIAE,MG,SUZANO,SP,603.951,google
RIO DE JANEIRO,RJ,ITUIUTABA,MG,1091.768,google
SAO BERNARDO DO CAMPO,SP,BETIM,MG,570.989,google
IGARAPE,MG,CACAPAVA,SP,483.947,google
ITAPEVA,MG,BELO HORIZONTE,MG,460.029,google
JAGUAPITA,PR,SAO PAULO,SP,603.425,google
RECIFE,PE,MARINGA,PR,2996.048,google
UBA,MG,UBA,MG,0.0,google
SAO PAULO,SP,PRESIDENTE PRUDENTE,SP,556.127,google
BELO HORIZONTE,MG,PATOS DE MINAS,MG,397.451,google
GUARULHOS,SP,BETIM,MG,540.602,google
GOIANIA,GO,GUARULHOS,SP,915.437,google
SAO BERNARDO DO CAMPO,SP,TERESINA,PI,2671.439,google
CONTAGEM,MG,VAZANTE,MG,492.455,google
BARBACENA,MG,CACAPAVA,SP,430.507,google
SAO PAULO,SP,JOAQUIM TAVORA,PR,412.201,google
CARATINGA,MG,BELO HORIZONTE,MG,296.955,google
CONTAGEM,MG,CARANGOLA,MG,342.549,google
SAO LEOPOLDO,RS,SAO PAULO,SP,1148.549,google
LINHARES,ES,SAO PAULO,SP,1062.121,google
BLUMENAU,SC,FLORIANOPOLIS,SC,157.816,google
TOLEDO,MG,SAO PAULO,SP,130.781,google
OURINHOS,SP,DOURADOS,MS,643.081,google
MATEUS LEME,MG,BELO HORIZONTE,MG,59.494,google
FOZ DO IGUACU,PR,SAO PAULO,SP,1042.074,google
LAGOA SANTA,MG,SAO PAULO,SP,617.346,google
SAO MIGUEL DO IGUACU,PR,SAO PAULO,SP,1001.007,google
OSORIO,RS,SAO PAULO,SP,1027.78,google
TORRES,RS,SUZANO,SP,1004.082,google
CONCEICAO DO MATO DENTRO,MG,SUZANO,SP,771.616,google
TRES MARIAS,MG,SUZANO,SP,854.334,google
VENTANIA,PR,SAO PAULO,SP,476.376,google
PEDRO LEOPOLDO,MG,CACAPAVA,SP,568.128,google
MARAVILHA,SC,SAO PAULO,SP,940.017,google
SAO PAULO,SP,INDAIATUBA,SP,103.981,google
BELO HORIZONTE,MG,ITABIRA,MG,106.687,google
VITORIA,ES,SAO PAULO,SP,947.616,google
TOCANTINS,MG,CACAPAVA,SP,450.456,google
JOAO MONLEVADE,MG,SAO PAULO,SP,696.639,google
ABAETE,MG,RIO DE JANEIRO,RJ,642.237,google
IGARAPE,MG,PONTE NOVA,MG,218.64,google
LAGOA DA PRATA,MG,BELO HORIZONTE,MG,203.682,google
OURO PRETO,MG,SAO JOSE DO RIO PRETO,SP,758.257,google
UBA,MG,CACAPAVA,SP,463.167,google
SAO PAULO,SP,BRODOWSKI,SP,339.06,google
BRASILIA,DF,MONTES CLAROS,MG,584.505,google
ITAPECERICA,MG,CACAPAVA,SP,444.381,google
IGARAPE,MG,SUZANO,SP,564.523,google
GASPAR,SC,CONTAGEM,MG,1197.02,google
NOVA IGUACU,RJ,SAO PAULO,SP,409.467,google
RECIFE,PE,CASTELO,ES,1976.754,google
MARIANA,MG,BELO HORIZONTE,MG,114.976,google
CATAGUASES,MG,SUZANO,SP,561.573,google
OURO PRETO,MG,MARIANA,MG,14.56,google
OLIVEIRA,MG,CACAPAVA,SP,388.462,google
SINOP,MT,BELEM,PA,2002.818,google
SUZANO,SP,MANHUACU,MG,729.899,google
ITAUNA,MG,SAO PAULO,SP,544.273,google
GUARULHOS,SP,FORTALEZA,CE,3101.552,google
EUNAPOLIS,BA,SALVADOR,BA,,google
JOAO PESSOA,PB,MONTES CLAROS,MG,1789.77,google
IGARAPE,MG,JOAO MONLEVADE,MG,159.29,google
PATROCINIO,MG,TRES PONTAS,MG,444.186,google
JOINVILLE,SC,BELO HORIZONTE,MG,1109.198,google
JARU,RO,BELO HORIZONTE,MG,2765.205,google
BELO HORIZONTE,MG,GOVERNADOR VALADARES,MG,315.176,google
NOVA LIMA,MG,BELO HORIZONTE,MG,22.798,google
BELO HORIZONTE,MG,AMERICANA,SP,615.544,google
ANAPOLIS,GO,JUAZEIRO DO NORTE,CE,1978.363,google
JACIARA,MT,BAURU,SP,1105.253,google
BETIM,MG,SANTA BARBARA D'OESTE,SP,594.823,google
VALPARAISO DE GOIAS,GO,PARAISO DO TOCANTINS,TO,811.287,google
SANTA VITORIA,MG,SAO PAULO,SP,736.304,google
SEBERI,RS,RONDONOPOLIS,MT,1501.13,google
IGARAPE,MG,SAO GONCALO DO RIO ABAIXO,MG,130.836,google
BELO HORIZONTE,MG,NAVIRAI,MS,1349.044,google
BAGE,RS,SAO PAULO,SP,1495.703,google
RONDONOPOLIS,MT,VITORIA DA CONQUISTA,BA,1963.155,google
LEOPOLDINA,MG,BELO HORIZONTE,MG,328.091,google
PATOS DE MINAS,MG,COTIA,SP,711.377,google
MURIAE,MG,CACAPAVA,SP,506.249,google
MARACAJU,MS,BELO HORIZONTE,MG,1394.874,google
BELO HORIZONTE,MG,LAGOA DA PRATA,MG,201.899,google
CONTAGEM,MG,COLATINA,ES,542.592,google
BARRA VELHA,SC,SAO PAULO,SP,562.147,google
CRISTAIS,MG,CACAPAVA,SP,370.521,google
POCOS DE CALDAS,MG,SUZANO,SP,300.886,google
DIAMANTINA,MG,CACAPAVA,SP,798.638,google
PARAISOPOLIS,MG,GUARULHOS,SP,179.37,google
BELO HORIZONTE,MG,PIUMHI,MG,257.403,google
PATOS DE MINAS,MG,IBIRAIARAS,RS,1598.01,google
JUIZ DE FORA,MG,VITORIA,ES,468.493,google
BELO HORIZONTE,MG,VICOSA,MG,223.486,google
BELO HORIZONTE,MG,IRECE,BA,1242.611,google
MANHUACU,MG,COLATINA,ES,229.451,google
BETIM,MG,GRAVATAI,RS,1666.047,google
BELO HORIZONTE,MG,BELEM,PA,2744.932,google
GOVERNADOR VALADARES,MG,ARARAQUARA,SP,893.651,google
CONFINS,MG,CURITIBA,PR,1026.76,google
MURIAE,MG,PORTO ALEGRE,RS,1764.982,google
BELO HORIZONTE,MG,PORTO ALEGRE,RS,1720.054,google
UBERLANDIA,MG,SERRA,ES,1069.148,google
BELO HORIZONTE,MG,SOBRAL,CE,2351.558,google
UBERLANDIA,MG,JUNDIAI,SP,532.197,google
MONTES CLAROS,MG,LONDRINA,PR,1265.913,google
UBERLANDIA,MG,SAO JOAO DA BOA VISTA,SP,456.303,google
BELO HORIZONTE,MG,FARTURA,SP,931.607,google
BELO HORIZONTE,MG,CARIACICA,ES,516.318,google
BELO HORIZONTE,MG,ARARUAMA,RJ,529.094,google
IPATINGA,MG,BRASILIA,DF,937.938,google
BELO HORIZONTE,MG,RIBEIRAO PRETO,SP,512.591,google
UBERLANDIA,MG,RIO BONITO,RJ,1053.978,google
VARGINHA,MG,CURITIBA,PR,724.655,google
UBERLANDIA,MG,TIMOTEO,MG,736.745,google
BELO HORIZONTE,MG,SERTAOZINHO,SP,531.997,google
BELO HORIZONTE,MG,JATAI,GO,987.166,google
BELO HORIZONTE,MG,CAMPINAS,SP,577.439,google
JUIZ DE FORA,MG,PALMAS,TO,1792.893,google
PATROCINIO,MG,CAMPO BELO,MG,357.515,google
BELO HORIZONTE,MG,SAO LUIS,MA,2529.691,google
BELO HORIZONTE,MG,MARABA,PA,2196.246,google
BETIM,MG,NATAL,RN,2393.528,google
BELO HORIZONTE,MG,FORTALEZA,CE,2368.353,google
PATOS DE MINAS,MG,NATAL,RN,2385.063,google
BELO HORIZONTE,MG,CONCEICAO DO RIO VERDE,MG,359.16,google
MONTES CLAROS,MG,MARINGA,PR,1310.035,google
BELO HORIZONTE,MG,RONDONOPOLIS,MT,1381.355,google
UBERLANDIA,MG,PIRACICABA,SP,478.163,google
JUIZ DE FORA,MG,SALVADOR,BA,,google
BETIM,MG,BRASILIA,DF,742.829,google
CONTAGEM,MG,NATAL,RN,2376.076,google
BELO HORIZONTE,MG,ITAPEVA,SP,860.858,google
BELO HORIZONTE,MG,BARUERI,SP,606.583,google
JUIZ DE FORA,MG,MARILIA,SP,836.625,google
BELO HORIZONTE,MG,CRICIUMA,SC,1463.968,google
BELO HORIZONTE,MG,BATATAIS,SP,472.631,google
BELO HORIZONTE,MG,JOAO MONLEVADE,MG,115.42,google
CONTAGEM,MG,SERRA,ES,547.729,google
JUIZ DE FORA,MG,RECIFE,PE,2167.99,google
POUSO ALEGRE,MG,SETE LAGOAS,MG,445.129,google
UBERLANDIA,MG,SOROCABA,SP,573.762,google
BELO HORIZONTE,MG,AIMORES,MG,475.991,google
UBERABA,MG,PIUMHI,MG,317.632,google
BELO HORIZONTE,MG,SALVADOR,BA,,google
IPATINGA,MG,SANTA HELENA DE GOIAS,GO,1049.908,google
BETIM,MG,SALVADOR,BA,,google
JUIZ DE FORA,MG,TERESINA,PI,2325.126,google
JUIZ DE FORA,MG,NOVA BASSANO,RS,1465.16,google
VARGINHA,MG,JUIZ DE FORA,MG,315.03,google
JUIZ DE FORA,MG,NATAL,RN,2448.472,google
UBERLANDIA,MG,IPATINGA,MG,744.591,google
UBERABA,MG,TERESINA,PI,2169.629,google
POCOS DE CALDAS,MG,MARILIA,SP,413.871,google
CONTAGEM,MG,MOGI GUACU,SP,526.923,google
BELO HORIZONTE,MG,CAPIM GROSSO,BA,1409.49,google
MONTES CLAROS,MG,PORTO ALEGRE,RS,2116.824,google
JUIZ DE FORA,MG,SENHORA DOS REMEDIOS,MG,141.669,google
BELO HORIZONTE,MG,CARUARU,PE,1976.018,google
BELO HORIZONTE,MG,BALNEARIO CAMBORIU,SC,1200.843,google
BETIM,MG,SAO BERNARDO DO CAMPO,SP,569.431,google
BELO HORIZONTE,MG,CAMPOS DOS GOYTACAZES,RJ,475.959,google
BELO HORIZONTE,MG,NATAL,RN,2384.179,google
CONTAGEM,MG,FORTALEZA,CE,2360.25,google
POUSO ALEGRE,MG,GOIANIA,GO,902.793,google
PARACATU,MG,CERQUEIRA CESAR,SP,836.942,google
BELO HORIZONTE,MG,DOMINGOS MARTINS,ES,471.988,google
JUIZ DE FORA,MG,CARIACICA,ES,470.456,google
BELO HORIZONTE,MG,LINHARES,ES,602.151,google
BELO HORIZONTE,MG,LONDRINA,PR,983.048,google
LAVRAS,MG,FORTALEZA,CE,2583.182,google
PATROCINIO,MG,CATAGUASES,MG,711.32,google
BELO HORIZONTE,MG,SOLEDADE,RS,1654.625,google
JUIZ DE FORA,MG,PATO BRANCO,PR,1332.877,google
CONTAGEM,MG,SALVADOR,BA,,google
PATOS DE MINAS,MG,SANTA ROSA,RS,1676.657,google
BELO HORIZONTE,MG,GUARUJA,SP,675.165,google
CONFINS,MG,VITORIA,ES,539.335,google
UBERLANDIA,MG,CURITIBA,PR,967.139,google
BETIM,MG,CONCEICAO DO COITE,BA,1400.312,google
BELO HORIZONTE,MG,ICO,CE,2021.994,google
CONTAGEM,MG,ANAPOLIS,GO,823.577,google
BELO HORIZONTE,MG,QUIXABEIRA,BA,1411.321,google
CONTAGEM,MG,SAO BERNARDO DO CAMPO,SP,587.455,google
CONTAGEM,MG,CRICIUMA,SC,1452.66,google
BELO HORIZONTE,MG,CAMPO GRANDE,MS,1260.626,google
VARGINHA,MG,JOAO MONLEVADE,MG,425.287,google
UBERABA,MG,TUBARAO,SC,1270.819,google
BELO HORIZONTE,MG,SANTA MARIA DE JETIBA,ES,490.617,google
MONTES CLAROS,MG,VILA VELHA,ES,850.132,google
IPATINGA,MG,CURITIBA,PR,1198.267,google
SAO SEBASTIAO DO PARAISO,MG,VARGEM GRANDE DO SUL,SP,129.038,google
BELO HORIZONTE,MG,ANAPOLIS,GO,831.68,google
BELO HORIZONTE,MG,NOVA FRIBURGO,RJ,446.946,google
UBERABA,MG,CURITIBA,PR,861.815,google
POUSO ALEGRE,MG,PORTO ALEGRE,RS,1348.111,google
BELO HORIZONTE,MG,FLORIANOPOLIS,SC,1285.143,google
BELO HORIZONTE,MG,SOROCABA,SP,672.181,google
BELO HORIZONTE,MG,GRAVATAI,RS,1695.379,google
BETIM,MG,ATIBAIA,SP,492.351,google
UBERABA,MG,PORTO ALEGRE,RS,1590.991,google
GOVERNADOR VALADARES,MG,VENDA NOVA DO IMIGRANTE,ES,323.198,google
UBERABA,MG,BRASILIA,DF,524.024,google
BELO HORIZONTE,MG,CASCAVEL,PR,1335.168,google
BELO HORIZONTE,MG,ARAPIRACA,AL,1783.37,google
JUIZ DE FORA,MG,SANTO ANGELO,RS,1688.848,google
PATOS DE MINAS,MG,VITORIA,ES,909.266,google
UBERLANDIA,MG,LAGES,SC,1334.313,google
BELO HORIZONTE,MG,RIO POMBA,MG,242.507,google
GOVERNADOR VALADARES,MG,MARINGA,PR,1373.455,google
BELO HORIZONTE,MG,CONCEICAO DO COITE,BA,1390.963,google
BELO HORIZONTE,MG,MACAE,RJ,599.649,google
BELO HORIZONTE,MG,PARNAMIRIM,RN,2365.902,google
BELO HORIZONTE,MG,MANAUS,AM,3941.894,google
JUIZ DE FORA,MG,COLATINA,ES,518.758,google
GOVERNADOR VALADARES,MG,CURITIBA,PR,1301.1,google
POUSO ALEGRE,MG,CASCAVEL,PR,1051.918,google
TEOFILO OTONI,MG,TUBARAO,SC,1839.771,google
POUSO ALEGRE,MG,CURITIBA,PR,618.934,google
UBERLANDIA,MG,IMPERATRIZ,MA,1734.471,google
BELO HORIZONTE,MG,CONSELHEIRO LAFAIETE,MG,99.03,google
BELO HORIZONTE,MG,ERECHIM,RS,1466.782,google
MONTES CLAROS,MG,CAMPINAS,SP,974.209,google
MONTES CLAROS,MG,PALMAS,TO,1317.105,google
DIVINOPOLIS,MG,LINHARES,ES,716.027,google
BELO HORIZONTE,MG,GARANHUNS,PE,1876.873,google
BELO HORIZONTE,MG,SANTA BARBARA D'OESTE,SP,624.155,google
JOAO MONLEVADE,MG,JUIZ DE FORA,MG,384.964,google
SETE LAGOAS,MG,VITORIA,ES,582.562,google
UBERLANDIA,MG,PORTO ALEGRE,RS,1696.315,google
CONTAGEM,MG,ARUJA,SP,582.142,google
JUIZ DE FORA,MG,PIUMHI,MG,433.676,google
BETIM,MG,VITORIA DA CONQUISTA,BA,904.843,google
UBERLANDIA,MG,ENTRE,IJUÍS,1569.354,google
BETIM,MG,SERRA,ES,566.005,google
POCOS DE CALDAS,MG,GOIANIA,GO,801.821,google
UBERABA,MG,SERRA,ES,1009.317,google
BELO HORIZONTE,MG,RIO BANANAL,ES,597.132,google
UBERLANDIA,MG,CAMPO GRANDE,MS,759.458,google
GOVERNADOR VALADARES,MG,BELA VISTA DE MINAS,MG,192.546,google
IPATINGA,MG,CACHOEIRO DE ITAPEMIRIM,ES,364.8,google
CONFINS,MG,SALVADOR,BA,,google
IPATINGA,MG,SERRA,ES,428.911,google
POCOS DE CALDAS,MG,BRASILIA,DF,881.523,google
JUIZ DE FORA,MG,TIMOTEO,MG,347.6,google
UNAI,MG,BARREIRAS,BA,629.789,google
JUIZ DE FORA,MG,SAO PEDRO DA ALDEIA,RJ,295.589,google
RIBEIRAO DAS NEVES,MG,RIBEIRAO DAS NEVES,MG,0.0,google
JUIZ DE FORA,MG,VOLTA REDONDA,RJ,182.105,google
ARAXA,MG,SERRA,ES,896.388,google
IPATINGA,MG,RECIFE,PE,1815.557,google
IPATINGA,MG,SALVADOR,BA,,google
BELO HORIZONTE,MG,PALMITINHO,RS,1601.577,google
BETIM,MG,RIO NEGRINHO,SC,1075.725,google
ARAGUARI,MG,BELO HORIZONTE,MG,567.706,google
GOVERNADOR VALADARES,MG,FLORIANOPOLIS,SC,1595.365,google
DIVINOPOLIS,MG,FEIRA DE SANTANA,BA,1358.196,google
PASSOS,MG,FRANCA,SP,104.359,google
BELO HORIZONTE,MG,VITORIA,ES,514.355,google
MONTES CLAROS,MG,SALVADOR,BA,,google
BELO HORIZONTE,MG,COROMANDEL,MG,483.205,google
UBERABA,MG,BLUMENAU,SC,1091.536,google
MONTES CLAROS,MG,SANTA HELENA DE GOIAS,GO,928.898,google
BELO HORIZONTE,MG,FEIRA DE SANTANA,BA,1314.399,google
BELO HORIZONTE,MG,TRES PASSOS,RS,1657.621,google
CONTAGEM,MG,TUBARAO,SC,1388.573,google
SETE LAGOAS,MG,PATO BRANCO,PR,1471.583,google
UBERABA,MG,VENDA NOVA DO IMIGRANTE,ES,881.35,google
MONTES CLAROS,MG,SAO BERNARDO DO CAMPO,SP,995.533,google
CONTAGEM,MG,LAGES,SC,1346.744,google
UBERABA,MG,BITURUNA,PR,1080.945,google
UBERLANDIA,MG,PALMAS,TO,1228.474,google
BELO HORIZONTE,MG,SAO JOSE DO RIO PRETO,SP,667.485,google
MONTES CLAROS,MG,LINHARES,ES,781.943,google
GOVERNADOR VALADARES,MG,ARARUAMA,RJ,629.917,google
BELO HORIZONTE,MG,VARGINHA,MG,310.612,google
POCOS DE CALDAS,MG,RIO VERDE,GO,798.527,google
UBERLANDIA,MG,SAO MIGUEL DO OESTE,SC,1255.444,google
UBERLANDIA,MG,FORTALEZA,CE,2505.025,google
MONTES CLAROS,MG,GOIANIA,GO,852.113,google
BELO HORIZONTE,MG,CACOAL,RO,2574.49,google
VARGINHA,MG,SAO JOSE DO RIO PRETO,SP,525.708,google
BELO HORIZONTE,MG,SAPUCAIA DO SUL,RS,1713.774,google
UBERLANDIA,MG,NOVA FRIBURGO,RJ,1092.191,google
BELO HORIZONTE,MG,ARACAJU,SE,1622.966,google
BELO HORIZONTE,MG,FOZ DO IGUACU,PR,1466.37,google
BELO HORIZONTE,MG,FRANCISCO BELTRAO,PR,1453.715,google
VARGINHA,MG,BRASILIA,DF,882.692,google
BELO HORIZONTE,MG,GUARAPARI,ES,534.291,google
BELO HORIZONTE,MG,PETROPOLIS,RJ,375.272,google
BELO HORIZONTE,MG,SAO GONCALO,RJ,457.78,google
PARACATU,MG,CAMPO GRANDE,MS,1103.401,google
BELO HORIZONTE,MG,FRANCA,SP,449.778,google
ARAXA,MG,GOVERNADOR VALADARES,MG,674.886,google
BELO HORIZONTE,MG,VILA VELHA,ES,520.7,google
UBERLANDIA,MG,BRASILIA,DF,421.584,google
UBERLANDIA,MG,VENDA NOVA DO IMIGRANTE,ES,941.181,google
CONTAGEM,MG,FLORIANOPOLIS,SC,1273.835,google
SETE LAGOAS,MG,FORTALEZA,CE,2303.022,google
PATOS DE MINAS,MG,ITAQUIRAI,MS,1179.1,google
BELO HORIZONTE,MG,TRES PONTAS,MG,288.159,google
BELO HORIZONTE,MG,CUIABA,MT,1592.982,google
PATOS DE MINAS,MG,FORTALEZA,CE,2439.915,google
UBERLANDIA,MG,AGUA BOA,MT,964.946,google
