cidade_origem,uf_origem,cidade_destino,uf_destino,distancia_km,fonte
NOVORIZONTE,MG,BETIM,MG,635.2,google
NOVA PONTE,MG,BETIM,MG,445.9,google
NOVA SERRANA,MG,BETIM,MG,94.4,google
NOVA RESENDE,MG,BETIM,MG,360.7,google
OLIMPIO NORONHA,MG,BETIM,MG,338.3,google
OLARIA,MG,BETIM,MG,331.2,google
ORATORIOS,MG,BETIM,MG,223.1,google
ONCA DE PITANGUI,MG,BETIM,MG,84.6,google
OLIVEIRA FORTES,MG,BETIM,MG,237.1,google
OLHOS-D'AGUA,MG,BETIM,MG,30.4,google
OURO FINO,MG,BETIM,MG,414.7,google
OLIVEIRA,MG,BETIM,MG,129.7,google
OURO PRETO,MG,BETIM,MG,121.8,google
ORIZANIA,MG,BETIM,MG,328.4,google
OURO BRANCO,MG,BETIM,MG,120.4,google
PAI PEDRO,MG,BETIM,MG,613.3,google
PADRE CARVALHO,MG,BETIM,MG,616.0,google
PADRE PARAISO,MG,BETIM,MG,569.0,google
PAINEIRAS,MG,BETIM,MG,218.6,google
PAINS,MG,BETIM,MG,187.6,google
OURO VERDE DE MINAS,MG,BETIM,MG,500.1,google
PAIVA,MG,BETIM,MG,239.6,google
PALMA,MG,BETIM,MG,388.4,google
PALMOPOLIS,MG,BETIM,MG,755.2,google
PAPAGAIOS,MG,BETIM,MG,114.0,google
PARA DE MINAS,MG,BETIM,MG,53.9,google
PARAISOPOLIS,MG,BETIM,MG,405.0,google
PARAOPEBA,MG,BETIM,MG,106.4,google
PASSA QUATRO,MG,BETIM,MG,406.5,google
PASSABEM,MG,BETIM,MG,190.4,google
PASSA TEMPO,MG,BETIM,MG,116.8,google
PASSA VINTE,MG,BETIM,MG,398.7,google
PARACATU,MG,BETIM,MG,508.4,google
PASSOS,MG,BETIM,MG,317.8,google
PARAGUACU,MG,BETIM,MG,318.7,google
PATIS,MG,BETIM,MG,535.3,google
PATOS DE MINAS,MG,BETIM,MG,368.6,google
PATROCINIO DO MURIAE,MG,BETIM,MG,356.0,google
PAULISTAS,MG,BETIM,MG,340.4,google
PAVAO,MG,BETIM,MG,570.4,google
PECANHA,MG,BETIM,MG,338.2,google
PEDRA BONITA,MG,BETIM,MG,295.8,google
PEDRA AZUL,MG,BETIM,MG,767.1,google
PATROCINIO,MG,BETIM,MG,389.8,google
PEDRA DO ANTA,MG,BETIM,MG,256.4,google
PEDRA DOURADA,MG,BETIM,MG,362.8,google
PAULA CANDIDO,MG,BETIM,MG,255.6,google
PEDRALVA,MG,BETIM,MG,416.3,google
PEDRAS DE MARIA DA CRUZ,MG,BETIM,MG,586.2,google
PEDRA DO INDAIA,MG,BETIM,MG,131.0,google
PEDRINOPOLIS,MG,BETIM,MG,408.0,google
PEDRO TEIXEIRA,MG,BETIM,MG,270.8,google
PEQUERI,MG,BETIM,MG,339.4,google
PEDRO LEOPOLDO,MG,BETIM,MG,68.2,google
PEQUI,MG,BETIM,MG,88.6,google
PERDIZES,MG,BETIM,MG,385.7,google
PERIQUITO,MG,BETIM,MG,289.3,google
PERDOES,MG,BETIM,MG,182.2,google
PIEDADE DE CARATINGA,MG,BETIM,MG,333.4,google
PIAU,MG,BETIM,MG,301.3,google
PIEDADE DE PONTE NOVA,MG,BETIM,MG,241.6,google
PESCADOR,MG,BETIM,MG,432.0,google
PERDIGAO,MG,BETIM,MG,111.1,google
PIEDADE DO RIO GRANDE,MG,BETIM,MG,285.9,google
PIEDADE DOS GERAIS,MG,BETIM,MG,81.2,google
PIMENTA,MG,BETIM,MG,205.4,google
PIRACEMA,MG,BETIM,MG,90.1,google
PIRAJUBA,MG,BETIM,MG,539.2,google
PIRANGA,MG,BETIM,MG,188.4,google
PIRANGUINHO,MG,BETIM,MG,403.4,google
PIRAPETINGA,MG,BETIM,MG,450.2,google
PINGO-D'AGUA,MG,BETIM,MG,284.2,google
PINTOPOLIS,MG,BETIM,MG,708.0,google
PIRANGUCU,MG,BETIM,MG,422.9,google
PIRAPORA,MG,BETIM,MG,356.0,google
PITANGUI,MG,BETIM,MG,95.2,google
POCO FUNDO,MG,BETIM,MG,358.7,google
PLANURA,MG,BETIM,MG,553.6,google
POCOS DE CALDAS,MG,BETIM,MG,418.7,google
PIRAUBA,MG,BETIM,MG,282.0,google
POMPEU,MG,BETIM,MG,157.1,google
POCRANE,MG,BETIM,MG,430.3,google
PONTO CHIQUE,MG,BETIM,MG,457.3,google
PIUMHI,MG,BETIM,MG,227.6,google
PONTO DOS VOLANTES,MG,BETIM,MG,611.2,google
PONTE NOVA,MG,BETIM,MG,207.8,google
PORTO FIRME,MG,BETIM,MG,215.3,google
PORTEIRINHA,MG,BETIM,MG,599.2,google
POUSO ALTO,MG,BETIM,MG,379.3,google
PRADOS,MG,BETIM,MG,206.4,google
PRATAPOLIS,MG,BETIM,MG,347.4,google
POTE,MG,BETIM,MG,512.6,google
PRATINHA,MG,BETIM,MG,275.3,google
POUSO ALEGRE,MG,BETIM,MG,365.1,google
PRATA,MG,BETIM,MG,594.2,google
PRESIDENTE JUSCELINO,MG,BETIM,MG,214.8,google
PRESIDENTE KUBITSCHEK,MG,BETIM,MG,303.6,google
PRESIDENTE BERNARDES,MG,BETIM,MG,208.8,google
PRUDENTE DE MORAIS,MG,BETIM,MG,92.2,google
PRESIDENTE OLEGARIO,MG,BETIM,MG,393.7,google
QUARTEL GERAL,MG,BETIM,MG,198.3,google
RAPOSOS,MG,BETIM,MG,58.4,google
QUELUZITO,MG,BETIM,MG,137.6,google
RECREIO,MG,BETIM,MG,374.8,google
REDUTO,MG,BETIM,MG,315.9,google
RAUL SOARES,MG,BETIM,MG,255.4,google
RESENDE COSTA,MG,BETIM,MG,204.2,google
RIACHINHO,MG,BETIM,MG,600.2,google
RESSAQUINHA,MG,BETIM,MG,169.8,google
RIACHO DOS MACHADOS,MG,BETIM,MG,572.7,google
RIBEIRAO DAS NEVES,MG,BETIM,MG,41.2,google
RIBEIRAO VERMELHO,MG,BETIM,MG,193.3,google
RIO ACIMA,MG,BETIM,MG,63.8,google
RIO CASCA,MG,BETIM,MG,225.0,google
RESPLENDOR,MG,BETIM,MG,473.7,google
RIO DO PRADO,MG,BETIM,MG,724.4,google
RIO DOCE,MG,BETIM,MG,224.3,google
RIO PIRACICABA,MG,BETIM,MG,156.6,google
RIO PARANAIBA,MG,BETIM,MG,289.7,google
RIO ESPERA,MG,BETIM,MG,182.3,google
RIO MANSO,MG,BETIM,MG,50.4,google
RIO PRETO,MG,BETIM,MG,361.3,google
RIO VERMELHO,MG,BETIM,MG,355.3,google
RIO NOVO,MG,BETIM,MG,309.5,google
RIO POMBA,MG,BETIM,MG,263.0,google
RIO PARDO DE MINAS,MG,BETIM,MG,705.2,google
RITAPOLIS,MG,BETIM,MG,194.6,google
RODEIRO,MG,BETIM,MG,306.5,google
ROCHEDO DE MINAS,MG,BETIM,MG,340.4,google
RUBELITA,MG,BETIM,MG,627.8,google
ROMARIA,MG,BETIM,MG,468.2,google
RUBIM,MG,BETIM,MG,825.5,google
SABARA,MG,BETIM,MG,52.4,google
SABINOPOLIS,MG,BETIM,MG,298.0,google
SACRAMENTO,MG,BETIM,MG,414.6,google
ROSARIO DA LIMEIRA,MG,BETIM,MG,307.0,google
SALINAS,MG,BETIM,MG,645.8,google
SANTA BARBARA,MG,BETIM,MG,137.9,google
SANTA BARBARA DO TUGURIO,MG,BETIM,MG,215.2,google
SANTA BARBARA DO MONTE VERDE,MG,BETIM,MG,339.4,google
SANTA CRUZ DE MINAS,MG,BETIM,MG,211.8,google
SANTA CRUZ DE SALINAS,MG,BETIM,MG,731.6,google
SALTO DA DIVISA,MG,BETIM,MG,889.3,google
SANTA FE DE MINAS,MG,BETIM,MG,492.5,google
SANTA EFIGENIA DE MINAS,MG,BETIM,MG,347.4,google
SANTA BARBARA DO LESTE,MG,BETIM,MG,331.8,google
SANTA CRUZ DO ESCALVADO,MG,BETIM,MG,237.2,google
SANTA HELENA DE MINAS,MG,BETIM,MG,664.0,google
SANTA MARGARIDA,MG,BETIM,MG,286.9,google
SANTA JULIANA,MG,BETIM,MG,409.7,google
SANTA MARIA DE ITABIRA,MG,BETIM,MG,165.0,google
SANTA LUZIA,MG,BETIM,MG,45.6,google
SANTA MARIA DO SALTO,MG,BETIM,MG,877.2,google
SANTA RITA DE CALDAS,MG,BETIM,MG,420.3,google
SANTA RITA DE JACUTINGA,MG,BETIM,MG,387.6,google
SANTA RITA DE IBITIPOCA,MG,BETIM,MG,256.8,google
SANTA MARIA DO SUACUI,MG,BETIM,MG,384.6,google
SANTA RITA DE MINAS,MG,BETIM,MG,331.5,google
SANTA RITA DO ITUETO,MG,BETIM,MG,460.9,google
SANTANA DE CATAGUASES,MG,BETIM,MG,346.2,google
SANTA ROSA DA SERRA,MG,BETIM,MG,249.1,google
SANTA RITA DO SAPUCAI,MG,BETIM,MG,373.9,google
SANTANA DA VARGEM,MG,BETIM,MG,240.4,google
SANTANA DE PIRAPAMA,MG,BETIM,MG,158.9,google
SANTANA DO GARAMBEU,MG,BETIM,MG,266.5,google
SANTANA DO DESERTO,MG,BETIM,MG,326.1,google
SANTA VITORIA,MG,BETIM,MG,714.7,google
SANTANA DO JACARE,MG,BETIM,MG,182.0,google
SANTANA DO RIACHO,MG,BETIM,MG,151.4,google
SANTO ANTONIO DO GRAMA,MG,BETIM,MG,247.1,google
SANTO ANTONIO DO ITAMBE,MG,BETIM,MG,278.8,google
SANTANA DO MANHUACU,MG,BETIM,MG,341.4,google
SANTANA DO PARAISO,MG,BETIM,MG,252.2,google
SANTO ANTONIO DO AVENTUREIRO,MG,BETIM,MG,364.7,google
SANTO ANTONIO DO JACINTO,MG,BETIM,MG,896.4,google
SANTO ANTONIO DO AMPARO,MG,BETIM,MG,155.8,google
SANTO ANTONIO DO MONTE,MG,BETIM,MG,166.4,google
SANTO ANTONIO DO RETIRO,MG,BETIM,MG,680.2,google
SANTANA DOS MONTES,MG,BETIM,MG,158.5,google
SANTO HIPOLITO,MG,BETIM,MG,248.4,google
SANTO ANTONIO DO RIO ABAIXO,MG,BETIM,MG,216.5,google
SANTOS DUMONT,MG,BETIM,MG,235.9,google
SAO BENTO ABADE,MG,BETIM,MG,250.5,google
SAO DOMINGOS DO PRATA,MG,BETIM,MG,169.2,google
SAO DOMINGOS DAS DORES,MG,BETIM,MG,319.3,google
SAO FELIX DE MINAS,MG,BETIM,MG,425.4,google
SAO BRAS DO SUACUI,MG,BETIM,MG,124.4,google
SAO FRANCISCO DE PAULA,MG,BETIM,MG,148.4,google
SAO FRANCISCO DO GLORIA,MG,BETIM,MG,346.1,google
SAO GERALDO,MG,BETIM,MG,276.0,google
SAO FRANCISCO DE SALES,MG,BETIM,MG,666.1,google
SAO GERALDO DA PIEDADE,MG,BETIM,MG,343.3,google
SAO GONCALO DO ABAETE,MG,BETIM,MG,383.4,google
SAO GONCALO DO PARA,MG,BETIM,MG,90.4,google
SAO FRANCISCO,MG,BETIM,MG,619.9,google
SAO GERALDO DO BAIXIO,MG,BETIM,MG,430.4,google
SAO GONCALO DO RIO ABAIXO,MG,BETIM,MG,115.1,google
SAO GONCALO DO RIO PRETO,MG,BETIM,MG,349.1,google
SAO JOAO DA LAGOA,MG,BETIM,MG,446.4,google
SAO GONCALO DO SAPUCAI,MG,BETIM,MG,303.6,google
SAO JOAO BATISTA DO GLORIA,MG,BETIM,MG,304.8,google
SAO JOAO DA MATA,MG,BETIM,MG,377.0,google
SAO JOAO DA PONTE,MG,BETIM,MG,538.7,google
SAO JOAO DAS MISSOES,MG,BETIM,MG,688.5,google
SAO GOTARDO,MG,BETIM,MG,276.8,google
SAO JOAO DEL REI,MG,BETIM,MG,212.0,google
SAO JOAO DO MANHUACU,MG,BETIM,MG,312.3,google
SAO JOAO DO MANTENINHA,MG,BETIM,MG,453.9,google
SAO JOAO DO ORIENTE,MG,BETIM,MG,298.0,google
SAO JOAO DO PARAISO,MG,BETIM,MG,763.4,google
SAO JOAO EVANGELISTA,MG,BETIM,MG,312.2,google
SAO JOAQUIM DE BICAS,MG,BETIM,MG,12.3,google
SAO JOAO DO PACUI,MG,BETIM,MG,539.4,google
SAO JOSE DA BARRA,MG,BETIM,MG,289.4,google
SAO JOAO NEPOMUCENO,MG,BETIM,MG,331.3,google
SAO JOSE DA SAFIRA,MG,BETIM,MG,423.0,google
SAO JOSE DA LAPA,MG,BETIM,MG,56.6,google
SAO JOSE DA VARGINHA,MG,BETIM,MG,75.5,google
SAO JOSE DO GOIABAL,MG,BETIM,MG,209.3,google
SAO JOSE DO JACURI,MG,BETIM,MG,363.1,google
SAO JOSE DO DIVINO,MG,BETIM,MG,448.3,google
SAO JOSE DO ALEGRE,MG,BETIM,MG,403.4,google
SAO JOSE DO MANTIMENTO,MG,BETIM,MG,374.7,google
SAO LOURENCO,MG,BETIM,MG,363.2,google
SAO MIGUEL DO ANTA,MG,BETIM,MG,266.6,google
SAO PEDRO DO SUACUI,MG,BETIM,MG,346.3,google
SAO PEDRO DA UNIAO,MG,BETIM,MG,358.8,google
SAO PEDRO DOS FERROS,MG,BETIM,MG,243.1,google
SAO SEBASTIAO DA BELA VISTA,MG,BETIM,MG,338.3,google
SAO SEBASTIAO DO ANTA,MG,BETIM,MG,325.1,google
SAO SEBASTIAO DA VARGEM ALEGRE,MG,BETIM,MG,315.8,google
SAO ROQUE DE MINAS,MG,BETIM,MG,289.8,google
SAO ROMAO,MG,BETIM,MG,506.1,google
SAO SEBASTIAO DO MARANHAO,MG,BETIM,MG,387.8,google
SAO SEBASTIAO DO OESTE,MG,BETIM,MG,113.3,google
SAO SEBASTIAO DO RIO PRETO,MG,BETIM,MG,199.2,google
SAO SEBASTIAO DO RIO VERDE,MG,BETIM,MG,381.9,google
SAO TIAGO,MG,BETIM,MG,166.6,google
SAO TOMAS DE AQUINO,MG,BETIM,MG,390.5,google
SAO TOME DAS LETRAS,MG,BETIM,MG,274.8,google
SAO VICENTE DE MINAS,MG,BETIM,MG,298.6,google
SAO SEBASTIAO DO PARAISO,MG,BETIM,MG,366.6,google
SARDOA,MG,BETIM,MG,359.3,google
SARZEDO,MG,BETIM,MG,13.0,google
SENADOR AMARAL,MG,BETIM,MG,418.7,google
SEM-PEIXE,MG,BETIM,MG,217.7,google
SENADOR FIRMINO,MG,BETIM,MG,228.5,google
SAPUCAI-MIRIM,MG,BETIM,MG,430.4,google
SENADOR CORTES,MG,BETIM,MG,343.1,google
SENADOR JOSE BENTO,MG,BETIM,MG,395.1,google
SENADOR MODESTINO GONCALVES,MG,BETIM,MG,373.2,google
SENHORA DE OLIVEIRA,MG,BETIM,MG,189.9,google
SENHORA DOS REMEDIOS,MG,BETIM,MG,199.0,google
SENHORA DO PORTO,MG,BETIM,MG,252.3,google
SERICITA,MG,BETIM,MG,273.6,google
SERITINGA,MG,BETIM,MG,399.3,google
SERRA AZUL DE MINAS,MG,BETIM,MG,301.3,google
SERRANIA,MG,BETIM,MG,339.5,google
SERRA DO SALITRE,MG,BETIM,MG,348.2,google
SERRANOPOLIS DE MINAS,MG,BETIM,MG,619.9,google
SERRANOS,MG,BETIM,MG,330.4,google
SERRO,MG,BETIM,MG,253.8,google
SERRA DA SAUDADE,MG,BETIM,MG,229.4,google
SETE LAGOAS,MG,BETIM,MG,81.2,google
SERRA DOS AIMORES,MG,BETIM,MG,642.9,google
SETUBINHA,MG,BETIM,MG,587.7,google
SILVEIRANIA,MG,BETIM,MG,262.2,google
SIMAO PEREIRA,MG,BETIM,MG,308.9,google
SIMONESIA,MG,BETIM,MG,340.7,google
SOBRALIA,MG,BETIM,MG,323.9,google
SOLEDADE DE MINAS,MG,BETIM,MG,355.2,google
SILVIANOPOLIS,MG,BETIM,MG,343.5,google
TAIOBEIRAS,MG,BETIM,MG,691.0,google
TAPIRAI,MG,BETIM,MG,219.7,google
TAPARUBA,MG,BETIM,MG,413.5,google
TABULEIRO,MG,BETIM,MG,277.4,google
TAPIRA,MG,BETIM,MG,385.9,google
TAQUARACU DE MINAS,MG,BETIM,MG,90.6,google
TEIXEIRAS,MG,BETIM,MG,236.1,google
TIROS,MG,BETIM,MG,268.9,google
TIMOTEO,MG,BETIM,MG,228.5,google
TOCANTINS,MG,BETIM,MG,287.3,google
TIRADENTES,MG,BETIM,MG,218.3,google
TARUMIRIM,MG,BETIM,MG,317.0,google
TEOFILO OTONI,MG,BETIM,MG,470.9,google
TOMBOS,MG,BETIM,MG,380.4,google
TOCOS DO MOJI,MG,BETIM,MG,391.0,google
TRES CORACOES,MG,BETIM,MG,263.2,google
TRES PONTAS,MG,BETIM,MG,259.4,google
TRES MARIAS,MG,BETIM,MG,274.9,google
TUMIRITINGA,MG,BETIM,MG,395.9,google
TUPACIGUARA,MG,BETIM,MG,576.2,google
TOLEDO,MG,BETIM,MG,461.8,google
TURVOLANDIA,MG,BETIM,MG,329.0,google
TURMALINA,MG,BETIM,MG,489.6,google
UMBURATIBA,MG,BETIM,MG,674.7,google
UBAI,MG,BETIM,MG,514.5,google
UBA,MG,BETIM,MG,265.2,google
UBERABA,MG,BETIM,MG,446.3,google
UBERLANDIA,MG,BETIM,MG,506.2,google
UNIAO DE MINAS,MG,BETIM,MG,751.9,google
UBAPORANGA,MG,BETIM,MG,311.9,google
URUCANIA,MG,BETIM,MG,243.9,google
UNAI,MG,BETIM,MG,607.8,google
URUANA DE MINAS,MG,BETIM,MG,638.1,google
VARGEM ALEGRE,MG,BETIM,MG,282.2,google
VARGEM GRANDE DO RIO PARDO,MG,BETIM,MG,723.0,google
VARGINHA,MG,BETIM,MG,283.7,google
VARGEM BONITA,MG,BETIM,MG,282.6,google
VARZELANDIA,MG,BETIM,MG,570.0,google
VERDELANDIA,MG,BETIM,MG,601.7,google
URUCUIA,MG,BETIM,MG,633.8,google
VARJAO DE MINAS,MG,BETIM,MG,391.8,google
VARZEA DA PALMA,MG,BETIM,MG,314.4,google
VAZANTE,MG,BETIM,MG,474.6,google
VEREDINHA,MG,BETIM,MG,503.3,google
VERMELHO NOVO,MG,BETIM,MG,291.4,google
VESPASIANO,MG,BETIM,MG,56.9,google
VICOSA,MG,BETIM,MG,245.0,google
VIEIRAS,MG,BETIM,MG,370.6,google
VIRGEM DA LAPA,MG,BETIM,MG,565.1,google
VIRGINOPOLIS,MG,BETIM,MG,307.7,google
VIRGINIA,MG,BETIM,MG,403.5,google
VIRGOLANDIA,MG,BETIM,MG,390.2,google
VERISSIMO,MG,BETIM,MG,490.4,google
ABAETE,MG,IGARAPE,MG,194.4,google
ABADIA DOS DOURADOS,MG,IGARAPE,MG,499.5,google
ABRE CAMPO,MG,IGARAPE,MG,264.3,google
ACAIACA,MG,IGARAPE,MG,190.1,google
VOLTA GRANDE,MG,BETIM,MG,424.0,google
AGUA BOA,MG,IGARAPE,MG,426.7,google
ACUCENA,MG,IGARAPE,MG,316.4,google
WENCESLAU BRAZ,MG,BETIM,MG,436.8,google
AGUA COMPRIDA,MG,IGARAPE,MG,500.9,google
VISCONDE DO RIO BRANCO,MG,BETIM,MG,287.9,google
AGUANIL,MG,IGARAPE,MG,193.3,google
AGUAS FORMOSAS,MG,IGARAPE,MG,633.6,google
AIURUOCA,MG,IGARAPE,MG,373.0,google
ALAGOA,MG,IGARAPE,MG,401.2,google
AGUAS VERMELHAS,MG,IGARAPE,MG,783.3,google
AIMORES,MG,IGARAPE,MG,516.8,google
ALFENAS,MG,IGARAPE,MG,296.4,google
ALFREDO VASCONCELOS,MG,IGARAPE,MG,196.5,google
ALEM PARAIBA,MG,IGARAPE,MG,414.9,google
ALBERTINA,MG,IGARAPE,MG,439.7,google
ALMENARA,MG,IGARAPE,MG,804.3,google
ALPERCATA,MG,IGARAPE,MG,360.9,google
ALPINOPOLIS,MG,IGARAPE,MG,323.8,google
ALTO JEQUITIBA,MG,IGARAPE,MG,354.8,google
ALTEROSA,MG,IGARAPE,MG,341.4,google
ALTO RIO DOCE,MG,IGARAPE,MG,253.9,google
ALTO CAPARAO,MG,IGARAPE,MG,367.6,google
ALVARENGA,MG,IGARAPE,MG,384.2,google
ALVINOPOLIS,MG,IGARAPE,MG,205.2,google
ALVORADA DE MINAS,MG,IGARAPE,MG,253.9,google
AMPARO DO SERRA,MG,IGARAPE,MG,239.2,google
ANGELANDIA,MG,IGARAPE,MG,496.5,google
ARACAI,MG,IGARAPE,MG,142.8,google
ARACUAI,MG,IGARAPE,MG,618.2,google
ANDRADAS,MG,IGARAPE,MG,437.0,google
ANTONIO CARLOS,MG,IGARAPE,MG,220.4,google
ARACITABA,MG,IGARAPE,MG,262.7,google
ANTONIO PRADO DE MINAS,MG,IGARAPE,MG,385.2,google
ANDRELANDIA,MG,IGARAPE,MG,300.5,google
ARAGUARI,MG,IGARAPE,MG,549.8,google
ANTONIO DIAS,MG,IGARAPE,MG,212.5,google
ARANTINA,MG,IGARAPE,MG,326.1,google
ARAPUA,MG,IGARAPE,MG,318.9,google
ARCEBURGO,MG,IGARAPE,MG,427.4,google
ARAUJOS,MG,IGARAPE,MG,133.4,google
AREADO,MG,IGARAPE,MG,329.3,google
ARAXA,MG,IGARAPE,MG,345.0,google
ARAPORA,MG,IGARAPE,MG,644.4,google
ARGIRITA,MG,IGARAPE,MG,372.3,google
ARAPONGA,MG,IGARAPE,MG,308.7,google
ARCOS,MG,IGARAPE,MG,194.1,google
ARICANDUVA,MG,IGARAPE,MG,538.2,google
ASTOLFO DUTRA,MG,IGARAPE,MG,317.1,google
ARINOS,MG,IGARAPE,MG,675.8,google
AUGUSTO DE LIMA,MG,IGARAPE,MG,271.1,google
ATALEIA,MG,IGARAPE,MG,556.2,google
BAEPENDI,MG,IGARAPE,MG,334.7,google
BANDEIRA,MG,IGARAPE,MG,859.1,google
BALDIM,MG,IGARAPE,MG,143.6,google
BAMBUI,MG,IGARAPE,MG,245.2,google
BANDEIRA DO SUL,MG,IGARAPE,MG,378.0,google
BARAO DE COCAIS,MG,IGARAPE,MG,140.0,google
BARAO DO MONTE ALTO,MG,IGARAPE,MG,384.6,google
BARROSO,MG,IGARAPE,MG,226.7,google
BARBACENA,MG,IGARAPE,MG,207.7,google
BARRA LONGA,MG,IGARAPE,MG,208.6,google
BELA VISTA DE MINAS,MG,IGARAPE,MG,170.5,google
BELO HORIZONTE,MG,IGARAPE,MG,46.2,google
BELO VALE,MG,IGARAPE,MG,82.0,google
BELMIRO BRAGA,MG,IGARAPE,MG,330.6,google
BELO ORIENTE,MG,IGARAPE,MG,294.7,google
BERILO,MG,IGARAPE,MG,556.8,google
BERIZAL,MG,IGARAPE,MG,767.6,google
BIAS FORTES,MG,IGARAPE,MG,269.4,google
BERTOPOLIS,MG,IGARAPE,MG,679.8,google
BETIM,MG,IGARAPE,MG,16.9,google
BOA ESPERANCA,MG,IGARAPE,MG,229.0,google
BICAS,MG,IGARAPE,MG,338.6,google
BOCAINA DE MINAS,MG,IGARAPE,MG,382.1,google
BOCAIUVA,MG,IGARAPE,MG,400.0,google
BIQUINHAS,MG,IGARAPE,MG,248.5,google
BOM DESPACHO,MG,IGARAPE,MG,141.2,google
BOM JARDIM DE MINAS,MG,IGARAPE,MG,336.4,google
BOM JESUS DA PENHA,MG,IGARAPE,MG,348.3,google
BOM JESUS DO GALHO,MG,IGARAPE,MG,314.9,google
BOM JESUS DO AMPARO,MG,IGARAPE,MG,114.9,google
BONFIM,MG,IGARAPE,MG,45.3,google
BOM SUCESSO,MG,IGARAPE,MG,155.9,google
BOM REPOUSO,MG,IGARAPE,MG,393.3,google
BONFINOPOLIS DE MINAS,MG,IGARAPE,MG,575.4,google
BORDA DA MATA,MG,IGARAPE,MG,371.3,google
BONITO DE MINAS,MG,IGARAPE,MG,664.7,google
BOTELHOS,MG,IGARAPE,MG,365.4,google
BOTUMIRIM,MG,IGARAPE,MG,623.2,google
BRAS PIRES,MG,IGARAPE,MG,221.8,google
BRASILANDIA DE MINAS,MG,IGARAPE,MG,511.9,google
BRASILIA DE MINAS,MG,IGARAPE,MG,578.1,google
BUENO BRANDAO,MG,IGARAPE,MG,412.5,google
BRUMADINHO,MG,IGARAPE,MG,22.9,google
BRAUNAS,MG,IGARAPE,MG,297.6,google
BUENOPOLIS,MG,IGARAPE,MG,300.9,google
BRAZOPOLIS,MG,IGARAPE,MG,402.6,google
BUGRE,MG,IGARAPE,MG,289.4,google
BURITIZEIRO,MG,IGARAPE,MG,376.7,google
BURITIS,MG,IGARAPE,MG,772.5,google
CABECEIRA GRANDE,MG,IGARAPE,MG,687.7,google
CABO VERDE,MG,IGARAPE,MG,382.8,google
CACHOEIRA DA PRATA,MG,IGARAPE,MG,114.0,google
CACHOEIRA DE PAJEU,MG,IGARAPE,MG,771.8,google
CACHOEIRA DOURADA,MG,IGARAPE,MG,700.7,google
CAETANOPOLIS,MG,IGARAPE,MG,121.3,google
CACHOEIRA DE MINAS,MG,IGARAPE,MG,362.5,google
CAETE,MG,IGARAPE,MG,100.8,google
CAIANA,MG,IGARAPE,MG,396.3,google
CAJURI,MG,IGARAPE,MG,275.8,google
CALDAS,MG,IGARAPE,MG,418.1,google
CAMACHO,MG,IGARAPE,MG,156.6,google
CAMANDUCAIA,MG,IGARAPE,MG,404.9,google
CAMBUI,MG,IGARAPE,MG,385.4,google
CAMPANARIO,MG,IGARAPE,MG,432.7,google
CAMBUQUIRA,MG,IGARAPE,MG,270.2,google
CAMPANHA,MG,IGARAPE,MG,268.3,google
CAMPESTRE,MG,IGARAPE,MG,363.2,google
CAMPINA VERDE,MG,IGARAPE,MG,659.7,google
CAMPO FLORIDO,MG,IGARAPE,MG,527.9,google
CAMPO BELO,MG,IGARAPE,MG,171.4,google
CAMPO DO MEIO,MG,IGARAPE,MG,254.3,google
CAMPO AZUL,MG,IGARAPE,MG,509.8,google
CAMPOS GERAIS,MG,IGARAPE,MG,262.0,google
CANA VERDE,MG,IGARAPE,MG,179.8,google
CAMPOS ALTOS,MG,IGARAPE,MG,252.9,google
CANAA,MG,IGARAPE,MG,297.9,google
CANDEIAS,MG,IGARAPE,MG,189.6,google
CANAPOLIS,MG,IGARAPE,MG,638.0,google
CANTAGALO,MG,IGARAPE,MG,344.6,google
CAPELINHA,MG,IGARAPE,MG,558.9,google
CAPARAO,MG,IGARAPE,MG,382.7,google
CAPETINGA,MG,IGARAPE,MG,390.0,google
CAPELA NOVA,MG,IGARAPE,MG,199.9,google
CAPINOPOLIS,MG,IGARAPE,MG,681.1,google
CAPIM BRANCO,MG,IGARAPE,MG,97.4,google
CAPITAO ANDRADE,MG,IGARAPE,MG,392.1,google
CAPITAO ENEAS,MG,IGARAPE,MG,506.7,google
CAPITOLIO,MG,IGARAPE,MG,260.3,google
CAPUTIRA,MG,IGARAPE,MG,310.1,google
CARANAIBA,MG,IGARAPE,MG,164.5,google
CARAI,MG,IGARAPE,MG,584.0,google
CARANDAI,MG,IGARAPE,MG,171.1,google
CARBONITA,MG,IGARAPE,MG,444.5,google
CARANGOLA,MG,IGARAPE,MG,369.6,google
CARATINGA,MG,IGARAPE,MG,339.4,google
CAREACU,MG,IGARAPE,MG,306.4,google
CARMESIA,MG,IGARAPE,MG,257.7,google
CARLOS CHAGAS,MG,IGARAPE,MG,593.5,google
CARMO DA CACHOEIRA,MG,IGARAPE,MG,211.8,google
CARMO DE MINAS,MG,IGARAPE,MG,343.7,google
CARMO DO CAJURU,MG,IGARAPE,MG,96.6,google
CARMO DA MATA,MG,IGARAPE,MG,131.1,google
CARMO DO RIO CLARO,MG,IGARAPE,MG,311.4,google
CARMOPOLIS DE MINAS,MG,IGARAPE,MG,76.2,google
CARRANCAS,MG,IGARAPE,MG,232.9,google
CARMO DO PARANAIBA,MG,IGARAPE,MG,328.8,google
